Unnamed: 0,"name Audemars Piguet Royal Oak Offshore Chronograph 
'25th Anniversary'",price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
5017,"Audemars Piguet Royal Oak Selfwinding
Rose Gold Black Dial 41mm 15500OR.OO.1220OR.01 Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
2017","$93,164",Audemars Piguet,Royal Oak Selfwinding,15500OR.OO.1220OR.01,unknown,unknown,unknown,2020,Very good,Men's watch/Unisex,41 mm,unknown
5019,"Audemars Piguet Royal Oak Chronograph
26240ST.OO.1320ST.05 41mm Steel Blue Dial 2022 Audemars Piguet Royal Oak
15500ST.OO.1220ST.03 41mm Steel Black dial 2020","$71,632",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.05,unknown,unknown,unknown,2022,Very good,Men's watch/Unisex,41 mm,unknown
5021,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph “50th Anniversary” 41mm Steel Green Dial 26240ST Audemars Piguet Royal Oak Offshore Chronograph
42mm Tiffany Blue 26238ST.OO.A340CA.01 Paper&Box 2022","$102,087",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.04,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
5023,"Audemars Piguet Royal Oak Selfwinding
15500ST.OO.1220ST.04 41mm Steel 2020 Audemars Piguet Royal Oak
15500ST.OO.1220ST.02 41mm Steel 2022","$41,990",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.04,unknown,unknown,unknown,2020,Very good,Men's watch/Unisex,41 mm,unknown
5025,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Royal Oak Offshore Chronograph Brown Dial 42mm Box &Paper 2019 Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Royal Oak Offshore Chronograph 42mm 26470ST.OO.A028CR.01 Box &Papers 2018","$28,999",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A099CR.01,unknown,unknown,unknown,2019,Very good,Men's watch/Unisex,42 mm,unknown
5027,"Audemars Piguet Royal Oak Jumbo
""jumbo"" Extra-thin Steel 39MM Blue Dial Paper&Box NEW 2023 Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Royal Oak Offshore Chronograph 44mm 26400SO.OO.A054CA.01 Box &Paper 2018","$97,888",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.02,unknown,unknown,unknown,2023,New,Men's watch/Unisex,39 mm,unknown
5029,"Audemars Piguet Royal Oak Offshore Chronograph
43mm 2021 26420TI.OO.A027CA.01 Audemars Piguet Royal Oak
15510ST.OO.1320ST.09 41 mm Steel Green Dial New 2023","$40,677",Audemars Piguet,Royal Oak Offshore Chronograph,26420TI.OO.A027CA.01,unknown,unknown,unknown,2021,Very good,Men's watch/Unisex,43 mm,unknown
5031,"Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.04 41mm Steel 2018 Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.03","$36,741",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.04,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,41 mm,unknown
5033,"Audemars Piguet Royal Oak Chronograph
41mm Rose Gold Blue Dial 26331OR.OO.1220OR.01 Paper&Box 2017 Audemars Piguet Royal Oak Offshore Chronograph
Stainless Steel 42mm 26470ST.OO.A027CA.01 Box &Paper 2018","$104,187",Audemars Piguet,Royal Oak Chronograph,26331OR.OO.1220OR.01,unknown,unknown,unknown,2017,Very good,Men's watch/Unisex,41 mm,unknown
5035,"Audemars Piguet Royal Oak
15500ST.OO.1220ST.01 41mm Steel Blue Dial 2020 Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.02","$52,487",Audemars Piguet,Royal Oak,15500ST.OO.1220ST.01,unknown,unknown,unknown,2020,Very good,Men's watch/Unisex,41 mm,unknown
5037,"Audemars Piguet Royal Oak Offshore Chronograph
26400AU.OO.A002CA.01 Audemars Piguet Royal Oak Offshore Chronograph
Safari","$34,354",Audemars Piguet,Royal Oak Offshore Chronograph,26400AU.OO.A002CA.01,Automatic,Carbon,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,unknown
5039,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A028CR.01 Audemars Piguet Royal Oak Lady
オーデマ・ピゲ ロイヤルオーク レディ 66270TR.OO.0722TR.01 タンタル ピンクゴールド クォーツ","$27,747",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A028CR.01,Automatic,Steel,Crocodile skin,Unknown,Fair,Men's watch/Unisex,42 mm,unknown
5041,"Audemars Piguet Royal Oak Day-Date
Moonphase 25594ST Audemars Piguet Royal Oak Offshore Chronograph
25940SK.OO.D002CA.01.A","$44,644",Audemars Piguet,Royal Oak Day-Date,25594ST.00.0789ST.05,unknown,unknown,unknown,Unknown,Good,unknown,36 mm,unknown
5043,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A028CR.01 Audemars Piguet Royal Oak Offshore Diver
Like New","$34,000",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A028CR.01,unknown,unknown,unknown,2020,Very good,Men's watch/Unisex,42 mm,unknown
5045,"Audemars Piguet Royal Oak Offshore Chronograph
Brick Audemars Piguet Royal Oak Offshore Chronograph
2021","$75,000",Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.1000OR.02,unknown,unknown,unknown,2018 (Approximation),Very good,Men's watch/Unisex,42 mm,unknown
5047,"Audemars Piguet Royal Oak Offshore Chronograph
Custom ICED Audemars Piguet Royal Oak Lady
Full set","$26,649",Audemars Piguet,Royal Oak Offshore Chronograph,26170ST.OO.D091CR.01,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,42 x 54 mm,unknown
5049,"Audemars Piguet Royal Oak Chronograph
26331IP.OO.1220IP.01 Audemars Piguet Royal Oak Chronograph
Diamonds","$115,000",Audemars Piguet,Royal Oak Chronograph,26331IP.OO.1220IP.01,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,41 mm,unknown
5051,"Audemars Piguet Royal Oak Lady
33mm Full Set Audemars Piguet Royal Oak Chronograph
Blue Dial Like NEW","$33,000",Audemars Piguet,Royal Oak Lady,67651SR.ZZ.1261SR.01,unknown,unknown,unknown,2016,Very good,Women's watch,33 mm,unknown
5053,"Audemars Piguet Royal Oak Selfwinding
77350ST.OO.1261ST.01 Audemars Piguet Royal Oak Lady
Factory Diamond Bezel","$36,000",Audemars Piguet,Royal Oak Selfwinding,77350ST.OO.1261ST.01,unknown,unknown,unknown,2021,New,Women's watch,34 mm,unknown
5055,"Audemars Piguet Royal Oak Offshore Chronograph
with Extra Strap Audemars Piguet Royal Oak Selfwinding
Blue Dial","$42,500",Audemars Piguet,Royal Oak Offshore Chronograph,26420SO.OO.A002CA.01,unknown,unknown,unknown,2022,Unworn,Men's watch/Unisex,43 mm,unknown
5057,"Audemars Piguet Royal Oak Selfwinding
15500OR.OO.1220OR.01 Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph","$135,000",Audemars Piguet,Royal Oak Selfwinding,15500OR.OO.1220OR.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,41 mm,unknown
5059,"Audemars Piguet Royal Oak Selfwinding
cadran noir Audemars Piguet Royal Oak Selfwinding
(avec extrait d'archives)","$56,122",Audemars Piguet,Royal Oak Selfwinding,15300ST,unknown,unknown,unknown,2009,Good,Men's watch/Unisex,39 mm,unknown
5061,"Audemars Piguet Royal Oak Offshore Diver
42mm Diver Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm - 2022 - 26240OR.OO.1320OR.03","$36,611",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A052CA.01,unknown,unknown,unknown,2023,Very good,Men's watch/Unisex,42 mm,unknown
5063,"Audemars Piguet Royal Oak Selfwinding
Rose Gold - 15400or.oo.1220or.01 - 2016 Audemars Piguet Royal Oak
Full Set , Serviced Ap","$96,389",Audemars Piguet,Royal Oak Selfwinding,15400or.oo.1220or.01,unknown,unknown,unknown,2016,New,Men's watch/Unisex,41 mm,unknown
5065,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A027CA.01 Audemars Piguet Millenary
Automatic 18k 28mm Box & Papers","$37,185",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A027CA.01,unknown,unknown,unknown,2016,Good,Men's watch/Unisex,42 mm,unknown
5067,"Audemars Piguet Royal Oak Selfwinding
15300ST.OO.1220ST.01 Audemars Piguet Royal Oak
Nick Faldo","$36,611",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.01,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,39 mm,unknown
5069,"Audemars Piguet Royal Oak Offshore Chronograph
25721ST.OO.1000ST.05 'The Beast' Audemars Piguet Royal Oak Selfwinding
15300 BLACK Dial Garanzia Ita FULL SET","$30,414",Audemars Piguet,Royal Oak Offshore Chronograph,25721ST.OO.1000ST.05,unknown,unknown,unknown,2004,Very good,Men's watch/Unisex,42 x 44 mm,unknown
5071,"Audemars Piguet Royal Oak Jumbo
5402 seriale A perfect tropical brown whit extract Audemars Piguet Royal Oak Selfwinding
15400 Full Set ITA BLU DIAL","$137,723",Audemars Piguet,Royal Oak Jumbo,5402ST,unknown,unknown,unknown,1973,Very good,Men's watch/Unisex,39 mm,unknown
5073,"Audemars Piguet Royal Oak Chronograph
City Of Sails Royal Oak 25979 Alinghi original paper and box Audemars Piguet Royal Oak Selfwinding
15300 bianco full set mint condition","$33,283",Audemars Piguet,Royal Oak Chronograph,25979ST/O/0002CA/01,unknown,unknown,unknown,2003,Very good,Men's watch/Unisex,39 mm,unknown
5075,"Audemars Piguet Royal Oak Perpetual Calendar
25820BA.OO.0944BA.02 Audemars Piguet Royal Oak
Nick Faldo Edition","$120,508",Audemars Piguet,Royal Oak Perpetual Calendar,25820BA.OO.0944BA.02,unknown,unknown,unknown,2006,Very good,Men's watch/Unisex,39 mm,unknown
5077,"Audemars Piguet Royal Oak Dual Time
Extract From the Archives Audemars Piguet Royal Oak Chronograph
25860ST.OO.1110ST.01","$33,283",Audemars Piguet,Royal Oak Dual Time,25730ST.OO.0789ST.01,unknown,unknown,unknown,1996,Very good,Men's watch/Unisex,unknown,unknown
5079,"Audemars Piguet Royal Oak Offshore Chronograph
Tropical Dial EXTRACT FROM THE ARCHIVES Audemars Piguet Royal Oak Dual Time
26120ST.OO.1220ST.01","$27,430",Audemars Piguet,Royal Oak Offshore Chronograph,25721ST.OO.1000ST.01,unknown,unknown,unknown,2000,Very good,Men's watch/Unisex,42 mm,unknown
5081,"Audemars Piguet Royal Oak Offshore Chronograph
25721ST.OO.1000ST.01 Audemars Piguet
オーデマ・ピゲ ロイヤルオーク レディ イエローゴールド シャンパン","$28,118",Audemars Piguet,Royal Oak Offshore Chronograph,25721ST.OO.1000ST.01,unknown,unknown,unknown,1998,Very good,Men's watch/Unisex,42 mm,unknown
5083,"Audemars Piguet Jules Audemars
Chronograph 25859ST.OO.D0001CR.02 2011 Box and Papers Audemars Piguet Royal Oak Lady
33mm - Full Set NEW 2022","$14,194",Audemars Piguet,Jules Audemars,unknown,Automatic,Steel,Leather,2011,Very good,Men's watch/Unisex,39 mm,unknown
5085,"Audemars Piguet
Canape White Gold Full Set 2000 - 15066BC.0.001CR.01 Audemars Piguet Jules Audemars
Classique Limited Edition 18k 36mm Box & Papers","$9,444",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,2000,Very good,unknown,45 x 28 mm,unknown
5087,"Audemars Piguet Royal Oak Chronograph
""Dubail"" - Extract / Service 2022 Audemars Piguet Royal Oak Perpetual Calendar
25654ST MK1 Authenticity Certificate + rotative box","$89,338",Audemars Piguet,Royal Oak Chronograph,unknown,Automatic,Steel,Steel,2002,Very good,Men's watch/Unisex,39 mm,unknown
5089,"Audemars Piguet Royal Oak Chronograph
Full Set 2022 Audemars Piguet Royal Oak
34 | Full Set 2021","$65,418",Audemars Piguet,Royal Oak Chronograph,26715ST.OO.1356ST.01,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,38 mm,unknown
5091,"Audemars Piguet Royal Oak
Salmon | Full Set 2001 Audemars Piguet Royal Oak Chronograph
Full Set + 2018 AP Service","$128,646",Audemars Piguet,Royal Oak,14790ST,Automatic,Steel,Steel,2001,Very good,Men's watch/Unisex,36 mm,unknown
5093,"Audemars Piguet Royal Oak
14100 Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph Blue","$27,430",Audemars Piguet,Royal Oak,14100,unknown,unknown,unknown,2019,Very good,unknown,unknown,unknown
5095,"Audemars Piguet Royal Oak Offshore Chronograph
25770ST Audemars Piguet Royal Oak Selfwinding
15300ST.OO.1220ST.02","$37,759",Audemars Piguet,Royal Oak Offshore Chronograph,25770ST,Automatic,Steel,Leather,2000,Very good,Men's watch/Unisex,42 mm,unknown
5097,"Audemars Piguet Royal Oak Chronograph
26300st.oo.1110st.05 Audemars Piguet Royal Oak Offshore Chronograph
26470IO.OO.A006CA.01","$66,337",Audemars Piguet,Royal Oak Chronograph,26300st.oo.1110st.05,unknown,unknown,unknown,2008,New,Men's watch/Unisex,39 mm,unknown
5099,"Audemars Piguet Millenary
オーデマ・ピゲ ミレネリー 15320BC.OO.D093CR.01 ホワイトゴールド 45mm Audemars Piguet Royal Oak Lady
18k Diamonds 20mm/box","$18,205",Audemars Piguet,Millenary,15320BC.OO.D093CR.01,Automatic,White gold,Leather,Unknown,Very good,unknown,45 mm,unknown
5101,"Audemars Piguet Royal Oak Chronograph
38mm grey New 2022 Audemars Piguet Royal Oak
Two-Tone Quartz ref. 56303 c. 1990","$50,384",Audemars Piguet,Royal Oak Chronograph,26315ST.OO.1256ST.02,unknown,unknown,unknown,2022,New,Men's watch/Unisex,38 mm,unknown
5103,"Audemars Piguet
Quantieme Perpetual 25661BC - Full Set - Official Service 2022 - VERY RARE (32 pcs/world) Audemars Piguet Royal Oak Offshore Diver
15720ST - Grey Dial - Like New 2021","$64,271",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1989,Very good,Men's watch/Unisex,unknown,unknown
5105,"Audemars Piguet Royal Oak Offshore Chronograph
The Beast 25721 - Tropical Dial - Ful Set - Brown Audemars Piguet
Quantieme Perpetual 25657BC - VERY RARE (16 pcs/world) - Box + Extract + AP Service 2022","$43,498",Audemars Piguet,Royal Oak Offshore Chronograph,25721ST,unknown,unknown,unknown,2006,Very good,Men's watch/Unisex,42 x 44 mm,unknown
5107,"Audemars Piguet Royal Oak Jumbo
15202ST - Full Set - Like New Condition - 2003 Audemars Piguet Royal Oak
14800BA - Box + Extract AP - Excellent Condition - 1994","$56,122",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.0944ST.01,unknown,unknown,unknown,2003,Very good,Men's watch/Unisex,39 mm,unknown
5109,"Audemars Piguet Huitième
14593ST Audemars Piguet
Türler signed with box","$11,247",Audemars Piguet,Huitième,14593ST,Automatic,Steel,Leather,Unknown,Very good,unknown,40 mm,unknown
5111,"Audemars Piguet Royal Oak
6009SA Audemars Piguet Royal Oak Lady
26mm Grey Dial 1985 6007SA","$5,727",Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,1980,Very good,Men's watch/Unisex,32 mm,unknown
5113,"Audemars Piguet Royal Oak Lady
gold / steel 6007SA Audemars Piguet Royal Oak Selfwinding
39mm Openworked Rose Gold New","$5,727",Audemars Piguet,Royal Oak Lady,6007SA,unknown,unknown,unknown,1980,Very good,Women's watch,26 mm,unknown
5115,"Audemars Piguet Royal Oak
オーデマ・ピゲ ロイヤルオーク 15503BC.OO.1220BC.01 世界限定300本 Audemars Piguet Royal Oak
オーデマ・ピゲ ロイヤルオーク 33ｍｍ クオーツ 56175ST/O/0789ST/09 ブルー","$101,299",Audemars Piguet,Royal Oak,15503BC.OO.1220BC.01,Automatic,White gold,White gold,Unknown,Very good,unknown,41 mm,unknown
5117,"Audemars Piguet Royal Oak Chronograph
オーデマ・ピゲ ロイヤルオーク クロノグラフ 26331ST.OO.1220ST.01 Audemars Piguet Code 11.59
オーデマ・ピゲ CODE 11.59 フライングトゥールビヨン クロノグラフ 26399CR.OO.D002CR.01 世界限定50本","$55,553",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.01,Automatic,Steel,Steel,Unknown,Very good,unknown,41 mm,unknown
5119,"Audemars Piguet Royal Oak Jumbo
オーデマ・ピゲ ロイヤルオーク エクストラシン 15202IP.OO.1240IP.01 ブティック限定250本 Audemars Piguet Royal Oak Selfwinding
オーデマ・ピゲ ロイヤルオーク 41ｍｍ 15400ST.OO.1220ST.03 ブルー","$174,705",Audemars Piguet,Royal Oak Jumbo,unknown,Automatic,Titanium,Titanium,Unknown,Very good,unknown,39 mm,unknown
5121,"Audemars Piguet Royal Oak Chronograph
オーデマ・ピゲ ロイヤルオーク レオメッシ 26325OL.OO.D005CR.01 世界限定400本 Audemars Piguet Royal Oak
オーデマ・ピゲ ロイヤルオーク 15503BC.OO.1220BC.01 世界限定300本","$58,577",Audemars Piguet,Royal Oak Chronograph,26325OL.OO.D005CR.01,Automatic,Rose gold,Rubber,Unknown,Very good,unknown,41 mm,unknown
5123,"Audemars Piguet Royal Oak Jumbo
オーデマ・ピゲ ロイヤルオーク エクストラシン 39ｍｍ 15202ST.OO.1240ST.01 Audemars Piguet Royal Oak Selfwinding
オーデマ・ピゲ ロイヤルオーク 37mm 15450ST.OO.1256ST.03 ブルー","$86,618",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,Automatic,Steel,Steel,Unknown,Very good,unknown,39 mm,unknown
5125,"Audemars Piguet Royal Oak Chronograph
オーデマ・ピゲ ロイヤルオーク クロノグラフ 26331ST.OO.1220ST.02 ブラック Audemars Piguet Code 11.59
オーデマ・ピゲ CODE 11.59 バイオーデマピゲ 15210BC.OO.A321CR.01","$46,099",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,Automatic,Steel,Steel,Unknown,Very good,unknown,41 mm,unknown
5127,"Audemars Piguet Royal Oak Dual Time
オーデマ・ピゲ ロイヤルオーク デュアルタイム 36ｍｍ 25730TT.OO.0789TT.01 タンタル Audemars Piguet Royal Oak
オーデマ・ピゲ ロイヤルオーク 15500ST.OO.1220ST.01 ブティック限定","$56,889",Audemars Piguet,Royal Oak Dual Time,25730TT.OO.0789TT.01,Automatic,unknown,unknown,Unknown,Very good,unknown,36 mm,unknown
5129,"Audemars Piguet
Perpetual Calendar Ultra Thin 5548 c. 1980s Audemars Piguet Royal Oak Offshore Diver
15710ST.OO.A002CA.02","$21,060",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1980 (Approximation),Very good,Men's watch/Unisex,36 mm,unknown
5131,"Audemars Piguet Royal Oak
Full Set Full AP service mint Audemars Piguet Royal Oak
Gold","$25,812",Audemars Piguet,Royal Oak,14486,unknown,unknown,unknown,1990,Very good,Men's watch/Unisex,36 mm,unknown
5133,"Audemars Piguet Royal Oak
5402 D Series Full Set Audemars Piguet Royal Oak Jumbo
15202ST.OO.0944ST.01","$113,622",Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,1981,Very good,Men's watch/Unisex,unknown,unknown
5135,"Audemars Piguet Royal Oak Jumbo
PIECE UNIQUE Extract Audemars Piguet Royal Oak Jumbo
SWISS only Tritium","$229,527",Audemars Piguet,Royal Oak Jumbo,unknown,unknown,unknown,unknown,1996,Very good,Men's watch/Unisex,39 mm,unknown
5137,"Audemars Piguet
オーデマ・ピゲ ロイヤルオーク レディ イエローゴールド シャンパン 12ポイントダイヤ Audemars Piguet Jules Audemars
Thin Ref. 15180OR.OO.A088CR.01 - Full Set","$13,066",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,unknown,25 mm,unknown
5139,"Audemars Piguet
Disco Volante - with 18k integrated bracelet Audemars Piguet Royal Oak
15510ST with black dial - NEW UNWORN 2023","$7,804",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,unknown,unknown
5141,"Audemars Piguet Royal Oak Jumbo
""jumbo"" Extra-thin 39mm 16202st - NEW 2023 Audemars Piguet Royal Oak Lady
Quartz 67651ST.ZZ.1261ST.01 c. 2019 Box and Papers","$101,571",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.02,unknown,unknown,unknown,2023,New,Men's watch/Unisex,39 x 41 mm,unknown
5143,"Audemars Piguet Royal Oak Selfwinding
Boutique Edition 15400ST.OO.1220ST.03 2017 Box and Papers Audemars Piguet Royal Oak Jumbo
14700ST White Dial 'Mini Jumbo' c. 1991 pre-14790","$49,515",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.03,Automatic,Steel,Steel,2017,Very good,Men's watch/Unisex,41 mm,unknown
5145,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.01 2018 Box and Papers Audemars Piguet Royal Oak Lady
diamond bezel & dial","$34,000",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.01,Automatic,Steel,Steel,2018,Very good,Men's watch/Unisex,37 mm,unknown
5147,"Audemars Piguet
オーデマ・ピゲ ロイヤルオーク レディ ホワイトゴールド 6007BA ブルー Audemars Piguet Royal Oak
15097OR","$14,534",Audemars Piguet,unknown,6007BA,unknown,unknown,unknown,Unknown,Very good,unknown,25 mm,unknown
5149,"Audemars Piguet Royal Oak Offshore Chronograph
26400AU.OO.A002CA.01 Audemars Piguet Royal Oak Jumbo
5402ST","$39,605",Audemars Piguet,Royal Oak Offshore Chronograph,26400AU.OO.A002CA.01,unknown,unknown,unknown,2012,Very good,Men's watch/Unisex,44 mm,unknown
5151,"Audemars Piguet Royal Oak Jumbo
15202ST.OO.0944ST.01 Audemars Piguet Royal Oak Jumbo
15202ST Jumbo","$67,816",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.0944ST.01,unknown,unknown,unknown,2006,Very good,Men's watch/Unisex,39 mm,unknown
5153,"Audemars Piguet Royal Oak Chronograph
50 ans Audemars Piguet Royal Oak Chronograph
38mm Neuve 2022","$97,554",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.01,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,unknown
5155,"Audemars Piguet Royal Oak Jumbo
2021 Audemars Piguet Royal Oak Lady
37 Diamants","$160,562",Audemars Piguet,Royal Oak Jumbo,15202OR.OO.1240OR.01,Automatic,Rose gold,Rose gold,2021,Unworn,unknown,39 mm,unknown
5157,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.01 Audemars Piguet Royal Oak Offshore Chronograph
26420SO.OO.A002CA.01","$67,301",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.01,unknown,unknown,unknown,2020,New,Men's watch/Unisex,41 mm,unknown
5159,"Audemars Piguet
Ultra-Thin Original 18kt. Gold Watch - Cal. 2003 Audemars Piguet
King Hussein Bin Tall of Jordan Tank-Style 18kt. Vintage Rectangular Watch - Cal. 2090","$4,235",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1990 (Approximation),Very good,Men's watch/Unisex,"31,5 mm",unknown
5161,"Audemars Piguet Royal Oak Lady
29mm white Roman numerals dial Audemars Piguet Royal Oak
Automatic 18k 36mm New Strap Case + Certificate","$6,484",Audemars Piguet,Royal Oak Lady,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,29 mm,unknown
5163,"Audemars Piguet Royal Oak Dual Time
26120ST Royal Oak Dual Time Audemars Piguet Royal Oak
14790ST Royal Oak (last serie cal.2325)","$40,743",Audemars Piguet,Royal Oak Dual Time,26120ST.OO.1220ST.01,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,39 mm,unknown
5165,"Audemars Piguet Royal Oak Lady
Quartz 18k 33mm Papers Audemars Piguet Royal Oak Selfwinding
Automatic 18k 41mm Box & Papers","$43,832",Audemars Piguet,Royal Oak Lady,67605BA.ZZ.D080SU.01,unknown,unknown,unknown,Unknown,Good,Women's watch,33 x 42 mm,unknown
5167,"Audemars Piguet Royal Oak Offshore Chronograph
Chrono 42mm Box & Papers Audemars Piguet Royal Oak Lady
Rainbow Diamonds 18k 37mm Box & Papers","$32,229",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A104CR.01,unknown,unknown,unknown,2017,Very good,Men's watch/Unisex,42 x 54 mm,unknown
5169,"Audemars Piguet Jules Audemars
Tank-Style 18kt. Gold Vintage Watch - Cal. 2090 Audemars Piguet Jules Audemars
Octagon Fancy Case 18kt. Gold Vintage Watch - Cal. 2090","$5,038",Audemars Piguet,Jules Audemars,15180OR.OO.A088CR.01,unknown,unknown,unknown,1990 (Approximation),Very good,Men's watch/Unisex,30 x 35.8 mm,unknown
5171,"Audemars Piguet Royal Oak Offshore Chronograph
Unworn 2022 Full Set Audemars Piguet Royal Oak Offshore Diver
42mm Diver Green Dial Unworn Full Set 2022","$55,548",Audemars Piguet,Royal Oak Offshore Chronograph,26420SO.OO.A002CA.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,43 mm,unknown
5173,"Audemars Piguet Royal Oak Offshore
Selfwinding - Music Edition Unworn Full Set 2022 Audemars Piguet Royal Oak Offshore Chronograph
43mm New 2022 Full Set","$80,224",Audemars Piguet,Royal Oak Offshore,15600TI.OO.A343CA.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,43 mm,unknown
5175,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph Unworn Full Set Audemars Piguet Royal Oak
New Full Set Unworn 2022","$54,974",Audemars Piguet,Royal Oak Offshore Chronograph,26420SO.OO.A600CA.01,unknown,unknown,unknown,2023,New,Men's watch/Unisex,43 mm,unknown
5177,"Audemars Piguet Royal Oak Selfwinding
Unworn Full Set 2022 Audemars Piguet
Original Ultra-Thin Pink Gold Watch - Cal. E2.99","$88,143",Audemars Piguet,Royal Oak Selfwinding,77350CE.OO.1266CE.01,unknown,unknown,unknown,2022,New,Women's watch,34 mm,unknown
5179,"Audemars Piguet Royal Oak Chronograph
41mm Green Dial 50th Anniversary 2023 - 26240ST.00.1320ST.04 Audemars Piguet Royal Oak Chronograph
Rosegold Choco Dial Converted 2021 New Card - 26239OR.OO.D821CR.01","$100,468",Audemars Piguet,Royal Oak Chronograph,26240ST.00.1320ST.04,unknown,unknown,unknown,2023,Unworn,unknown,41 mm,unknown
5181,"Audemars Piguet Royal Oak Offshore Grand Prix
Limited Edition ""Forged Carbon"" 2010 - 26290IO.OO.A001VE.01 Audemars Piguet Royal Oak
Black Dial 2021 - 15500ST.OO.1220ST.03","$35,451",Audemars Piguet,Royal Oak Offshore Grand Prix,26290IO.OO.A001VE.01,unknown,unknown,unknown,2010,Very good,unknown,44 mm,unknown
5183,"Audemars Piguet Royal Oak
41mm Green Dial 2023 Sticker - 15510ST.OO.1320ST.09 Audemars Piguet Royal Oak Chronograph
2021 - 26239OR.OO.1220OR.02","$59,094",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.09,unknown,unknown,unknown,2023,Unworn,unknown,41 mm,unknown
5185,"Audemars Piguet Royal Oak Perpetual Calendar
25820SP.OO.0944SP.02 Audemars Piguet Royal Oak Concept
Cw1 - 25980AI.OO.D003SU.01","$135,932",Audemars Piguet,Royal Oak Perpetual Calendar,25820SP.OO.0944SP.02,unknown,unknown,unknown,2007,Very good,unknown,39 mm,unknown
5187,"Audemars Piguet Royal Oak
Nick Faldo Ltd Ed - 15190SP.OO.0789ST Audemars Piguet Royal Oak Offshore
Las Vegas - 2618SN.OO.D101CR.01","$35,451",Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,2003,Very good,unknown,36 mm,unknown
